number,title,languages,featured,raycast_friendly,author,source,published,languages_declared,try_link,images_count,prompt
30,Social Media Post - Low-Angle Wedding Editorial with Heart Hands,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6309,0,"{\n  ""request_metadata"": {\n    ""tool"": ""Nano Banana Pro"",\n    ""task_type"": ""photoreal_cinematic_poster_style_shoot"",\n    ""quality_preset"": ""ultra"",\n    ""aspect_ratio"": ""9:16""\n  },\n  ""references"": {\n    ""female_reference_image"": {\n      ""slot"": 1,\n      ""purpose"": ""FEMALE_IDENTITY_LOCK"",\n      ""strict_identity_lock"": true\n    },\n    ""male_reference_image"": {\n      ""slot"": 2,\n      ""purpose"": ""MALE_IDENTITY_LOCK"",\n      ""strict_identity_lock"": true\n    }\n  },\n  ""hard_constraints"": [\n    ""Exactly 2 people only (one female, one male)."",\n    ""Faces must match the uploaded references with maximum similarity (no identity drift)."",\n    ""Photorealistic anatomy, natural skin texture, no beautify filter."",\n    ""Vertical 9:16, same low-angle composition and pose logic as the reference image."",\n    ""No readable text, no logos, no watermarks.""\n  ],\n  ""camera"": {\n    ""style"": ""editorial wedding lifestyle photo"",\n    ""lens"": ""24mm"",\n    ""angle"": ""extreme low-angle looking up (worm's-eye view)"",\n    ""aperture"": ""f/2.8"",\n    ""focus"": ""sharp on hands + faces, gentle background falloff"",\n    ""white_balance"": ""clean daylight, slightly cool""\n  },\n  ""lighting"": {\n    ""type"": ""soft natural daylight"",\n    ""contrast"": ""low-to-medium"",\n    ""shadows"": ""soft"",\n    ""highlights"": ""gentle, no clipping""\n  },\n  ""prompt"": {\n    ""scene_summary"": ""Recreate the reference shot: a romantic, ultra-photoreal low-angle wedding editorial photo against a clean blue sky. The couple forms a heart shape with their hands in the foreground, framing the woman’s face. The man leans in from above and kisses the woman on the temple/forehead. The woman stands below, looking relaxed and confident, wearing black sunglasses and a white bridal look. The veil flows softly around her shoulders. The man wears a crisp white dress shirt with a dark vest/jacket. The entire composition must feel like a real photo, with correct hand anatomy, realistic skin texture, and natural fabric details."",\n    ""composition"": {\n      ""foreground"": ""hands forming a perfect heart shape very close to camera, fingers natural, no extra fingers, heart opening centered"",\n      ""subjects_position"": ""woman centered lower-middle; man above her leaning in from upper-right/upper area"",\n      ""framing"": ""heart shape frames the woman’s face; man’s face close to her head in a kiss"",\n      ""background"": ""clean open sky, minimal distractions"",\n      ""pose_lock"": ""match the reference: heart-hands + kiss + low-angle perspective""\n    },\n    ""wardrobe"": {\n      ""female"": ""white bridal dress or strapless/clean white top, sheer white veil, black sunglasses; elegant minimal jewelry"",\n      ""male"": ""white dress shirt + dark vest or dark jacket; clean tailored look""\n    },\n    ""styling_notes"": [\n      ""veil should look airy and translucent with natural folds"",\n      ""hands must be anatomically perfect and symmetrical, no warping"",\n      ""keep facial expressions natural (soft romantic mood)"",\n      ""no added props, no typ"
31,Social Media Post - Poetic Realism of a Woman in a Boat with a Swan,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6267,0,"{\n  ""generation_request"": {\n    ""meta_data"": {\n      ""tool"": ""NanoBanana Pro"",\n      ""task_type"": ""photoreal_fine_art_cinematic_editorial"",\n      ""version"": ""v1.0_SWAN_LAKE_WHITE_DRESS_POETIC_REALISM"",\n      ""priority"": ""highest""\n    },\n\n    ""output_settings"": {\n      ""aspect_ratio"": ""3:4"",\n      ""orientation"": ""portrait"",\n      ""resolution_target"": ""ultra_high_res"",\n      ""render_style"": ""fine_art_cinematic_film_still"",\n      ""sharpness"": ""soft_but_detailed"",\n      ""film_grain"": ""subtle_35mm"",\n      ""color_grade"": ""warm_classical_painterly"",\n      ""dynamic_range"": ""natural_not_hdr"",\n      ""skin_rendering"": ""real_texture_no_retouch""\n    },\n\n    ""creative_prompt"": {\n      ""scene_summary"": ""A serene, painterly moment of a young woman reclining gracefully in a small wooden boat on a calm lake covered with lily pads. She wears a flowing white dress and rests with eyes closed, face turned toward the sun. A white swan glides quietly in the background, reinforcing a sense of purity, calm, and timeless beauty. The image feels like a living oil painting—romantic, poetic, and still."",\n\n      ""environment"": {\n        ""location"": ""quiet lake with lily pads"",\n        ""water"": ""dark reflective surface with gentle ripples"",\n        ""elements"": ""floating lily pads, soft reflections, a white swan in mid-distance"",\n        ""atmosphere"": ""peaceful, warm, late afternoon light""\n      },\n\n      ""subject"": {\n        ""gender_presentation"": ""female"",\n        ""pose"": ""reclining elegantly in the boat, arms relaxed, head tilted back slightly"",\n        ""expression"": ""eyes closed, serene, content"",\n        ""wardrobe"": ""flowing {argument name=""dress color"" default=""white""} vintage-style dress with puff sleeves and corset bodice"",\n        ""details"": ""natural makeup, minimal jewelry, soft highlights on skin""\n      },\n\n      ""props"": {\n        ""boat"": ""small vintage wooden rowboat"",\n        ""accessories"": [\n          ""woven wicker basket"",\n          ""bouquet of white flowers resting beside her""\n        ]\n      },\n\n      ""composition"": {\n        ""camera_angle"": ""slightly elevated diagonal angle from above"",\n        ""framing"": ""boat filling the lower frame, water and lily pads surrounding"",\n        ""balance"": ""subject offset slightly, swan counterbalancing the composition""\n      },\n\n      ""lighting"": {\n        ""source"": ""natural sunlight"",\n        ""quality"": ""soft directional light, gentle shadows"",\n        ""effect"": ""painterly highlights on dress and skin, no harsh contrast""\n      },\n\n      ""aesthetic"": {\n        ""inspiration"": ""Pre-Raphaelite painting, romantic realism"",\n        ""mood"": ""tranquil, feminine, timeless"",\n        ""era"": ""timeless / classical""\n      },\n\n      ""negative_prompt"": ""modern distractions, boats with motors, bright plastic colors, HDR, glossy skin, beauty filters, exaggerated poses, sexualized framing, text overlays, watermarks, logos, AI artifacts, extra limbs, deformed hands""\n    }\n  }"
32,Social Media Post - Reflected Relic: Surreal Artisan Portrait,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6279,0,"{\n  ""vibe_title_en"": ""Reflected Relic"",\n  ""master_prompt"": ""A hyper-realistic cinematic shot of The Artisan, captured exclusively through the reflection of a jagged, antique mirror shard resting on a cluttered workbench. The setting is a dense, chaotic Relic Restoration Atelier, overflowing with stacks of ancient texts, jars of pigment, plaster limbs, and peeling gold leaf, creating a texture-heavy, busy atmosphere. The composition utilizes a shallow depth of field (f/1.4), rendering the actual subject in the background as a soft, restless blur with messy hair and rolled-up sleeves, intensely focused on a task. The sharp reflection in the mirror reveals a surreal transformation: the subject's face appears as a 'living relic,' with skin texture resembling cracked porcelain held together by kintsugi gold repairs, and makeup that looks like weathered paint. The lighting is ceremonial and dramatic, striking the mirror shard like an altar illumination while leaving the surrounding clutter in deep, warm shadows. Shot on Hasselblad H6D-100c with an 80mm lens, utilizing Fujifilm Pro 400H film stock for pastel shifts and organic grain. No neon, no digital gloss."",\n  ""meta"": {\n    ""intent"": ""Visualizing the internal state of a creator merging with their creation."",\n    ""priorities"": ""Texture, Depth of Field, Surreal Reflection, Atmospheric Clutter."",\n    ""device_profile"": ""High-End Medium Format Photography""\n  },\n  ""frame"": {\n    ""aspect"": ""4:5"",\n    ""composition"": ""Frame within a frame; focus locked on a reflective surface in the foreground."",\n    ""layout"": ""Foreground dominated by the mirror shard and workbench clutter; background is a blurred silhouette."",\n    ""camera_angle"": ""High-angle looking down at the workbench surface."",\n    ""tilt_roll_degrees"": ""0""\n  },\n  ""subject"": {\n    ""gender"": ""Female"",\n    ""identity"": ""The Artisan / The Restless Creator"",\n    ""demographics"": ""Universal, age-neutral adult."",\n    ""face"": ""Seen clearly only in reflection; Surreal texture, cracked porcelain effect, kintsugi gold lines."",\n    ""hair"": ""Slightly messy, loose waves, vibrant {argument name=""hair color"" default=""red""} tones (matching input reference) but soft in the blur."",\n    ""body"": ""Blurred in background, posture suggests intense focus, leaning forward."",\n    ""expression"": ""Stoic, graceful, inherited nobility (in reflection); Intense concentration (in blur)."",\n    ""pose"": ""Hands busy working on the mirror/artifact, body hunched in creative labor.""\n  },\n  ""wardrobe_accessories"": {\n    ""garments"": [\n      {\n        ""item"": ""Ceremonial Robe"",\n        ""material"": ""Heavy Silk and Rough Linen mix"",\n        ""color"": ""Faded Ivory and Deep Ochre"",\n        ""fit"": ""Flowing yet constraining, layered""\n      }\n    ],\n    ""accessories"": [\n      {\n        ""item"": ""Antique Rings"",\n        ""color"": ""Tarnished Silver"",\n        ""material"": ""Metal"",\n        ""brand_style"": ""Historical/Relic""\n      }\n    ]\n  },\n  ""environment"": {\n    ""setting"": ""Relic Restoration Ate"
33,Social Media Post - Luxury Retail Editorial Scene with Symbolic Apple,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6337,0,"{\n""project"": ""Nano Banana – Urban Desire | Retail Editorial Scene"",\n""version"": ""NB-2.3"",\n\n""input_required"": {\n""upload_person_image"": false,\n""customization_note"": ""Generates original characters with consistent identity and controlled narrative focus.""\n},\n\n""scene_meta"": {\n""category"": ""Luxury Retail Editorial"",\n""aesthetic"": ""Modern, cinematic, symbolic restraint"",\n""narrative_density"": ""Implied symbolism"",\n""brand_safety"": ""No logos emphasized, no readable UI text""\n},\n\n""frame"": {\n""aspect_ratio"": ""4:5"",\n""camera"": {\n""sensor_format"": ""Full-frame"",\n""lens"": ""50mm prime"",\n""aperture"": ""f/1.8"",\n""focus"": ""Primary focus on woman's face and raised hand with apple""\n},\n""shot_type"": ""Medium-full body"",\n""angle"": ""Eye-level"",\n""composition"": ""Foreground dominance with elevated hand entering upper frame, background softly receding""\n},\n\n""environment"": {\n""location_type"": ""Minimalist flagship tech retail store"",\n""interior_style"": ""Clean, modern, glass-and-light architecture"",\n""materials"": [\n""Light wood tables"",\n""Glass surfaces"",\n""White walls"",\n""Soft reflective flooring""\n],\n""background_activity"": {\n""secondary_subject"": ""Man standing behind the woman"",\n""action"": ""Holding a displayed smartphone"",\n""gaze_direction"": ""Looking discreetly at the woman rather than the device"",\n""behavior_note"": ""Subtle, restrained attraction conveyed through eye-line and posture only""\n}\n},\n\nThe prompt continues in the first comment"
34,Infographic / Edu Visual - Artisan Craft Process Board for Handmade Objects,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6327,0,"An artisan's method board for [{argument name=""handmade object"" default=""HANDMADE OBJECT""}] — [{argument name=""technique"" default=""TECHNIQUE / TRADITION / ORIGIN""}]. Left section: raw materials in unprocessed state, sourced and labeled, the transformation yet to begin. Center section: the making documented in sequential stages, hands visible throughout, tools identified, key decision points annotated, time invested at each phase noted. Right section: the finished object in use context, bearing the maker's mark, fulfilling its purpose, the hours invisible but embedded. Visual style transitions from raw material earth tones through workshop warmth to lifestyle context with natural light. Title block reading ""[{argument name=""object name"" default=""OBJECT NAME""}] — HANDMADE BY [MAKER], [LOCATION], [HOURS] HOURS""."
35,Infographic / Edu Visual - 3D Isometric Miniature Models of Western TV Characters,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6312,0,"Stylized and incredibly detailed ultra-high-fidelity 3D isometric miniature models showcase the core characters of the {argument name=""TV series genre"" default=""American Western""} TV series. Each character displays a different signature move, while soft studio lighting creates stunning light and shadow effects. The highly detailed 3D models are placed on {argument name=""setting"" default=""city streets""} against a pure white background."
36,Infographic / Edu Visual - Exploded-View Structural Cutaway for Food Photography,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6244,0,"Using the first image as the base, create a clean exploded-view structural cutaway. Separate each ingredient vertically one by one, keep perfect alignment, spacing, and scale. White studio background, labeled diagram style, ultra sharp, realistic."
37,Infographic / Edu Visual - Minimalist 3D Isometric Architectural Diorama,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6305,0,"A clean, minimal 3D isometric diorama of a [{argument name=""building type"" default=""BUILDING TYPE""}] section, featuring [{argument name=""elements"" default=""INTERIOR / EXTERIOR ELEMENTS""}] visible in a [{argument name=""style"" default=""CUTAWAY / OPEN STYLE""}], simple [STRUCTURAL FRAME], subtle [INFORMATIONAL SIGNAGE], smooth [MATERIAL FINISH], soft studio lighting, realistic materials, rounded edges, miniature architectural model style, high detail, neutral background."
38,Infographic / Edu Visual - High-Fashion Zootopia Miniature Visualization,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6345,0,"A 3D miniature Zootopia visualization, no human model, showcasing seven artistic miniature stages: bustling Zootopia streets kissed by sunrise, tiny animal citizens harvesting carrots, dimly lit underground tunnels with precise rows of produce crates, intimate city cafe gatherings, ethereal misty morning savanna ambiance. Each tier displays district name, population percentage, and Zootopia Gazette tasting notes designed like precious gems. Backdrop evokes an expensive city hall setting, utilizing strong chiaroscuro lighting to create a high-fashion editorial ambiance. Shot with Hasselblad H6D-100c, 100mm f/2.2, extremely shallow depth of field with exquisite bokeh. Holographic displays of carrot cake pairing suggestions drift subtly, featuring artisanal cheese pairings for whites, intense dark chocolate for reds. The color story shifts from deep earth tones and jewel tones for full-bodied wines to icy greens, silvery golds, and champagne hues for crisp varietals."
39,Infographic / Edu Visual - Literary Curator and Typewriter Sculptor Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6347,0,"Role: Literary Curator & Typewriter Sculptor\nInput: {argument name=""input"" default=""[Poet or Poem, e.g., T.S. Eliot, Pablo Neruda]""}\nPhase 1: Poetic Voice Analysis\nIdentify the poet's signature rhythm, recurring imagery, and emotional core\nSelect 4 contemporary or lesser-known poets with parallel sensibilities\nExtract 5-8 physical objects mentioned repeatedly in their work\nPhase 2: Visual Execution\nGoal: 2x2 Grid of ""Typewriter Output as 3D Landscapes""\nRules per Panel:\nThe Base: A vintage typewriter (different model per poet's era)\nThe Paper: A single sheet of paper loaded in the roller\nThe Transformation: The typed text physically rises from the page, forming a 3D topographical landscape\nThe Words: Key lines from the poem carved into the terrain like engraved stone\nThe Symbols: Miniature objects from the poem placed in the landscape (tiny boat, rose, clock, door)\nThe Poet: Microscopic figurine of the poet wandering through their own words\nThe Mood: Lighting matches emotional tone (fog for melancholy, harsh light for anger, soft gold for longing)\nThe Metadata: Brass typewriter key showing ""Poet | Collection | Year"" **background: poet and poet era relevant items in the background.\nOutput: 2x2 Grid, Macro Photography, shallow depth of field"
40,Infographic / Edu Visual - Hyper-Realistic Exploded Food Infographic Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6255,0,"{\n  ""global_settings"": {\n    ""resolution"": ""8K ultra high definition"",\n    ""aspect_ratio"": ""3:4"",\n    ""camera_style"": ""studio food photography with cinematic lighting"",\n    ""depth_of_field"": ""shallow depth of field, sharp subject, soft background"",\n    ""lighting"": ""soft directional key light, subtle rim light, controlled highlights"",\n    ""style"": ""hyper-realistic food illustration with editorial infographic overlays"",\n    ""composition_rules"": [\n      ""no zoom"",\n      ""no crop"",\n      ""center-weighted vertical composition"",\n      ""floating elements frozen in motion""\n    ],\n    ""text_design"": {\n      ""ingredient_name_color"": ""metallic gold"",\n      ""ingredient_description_color"": ""pure white"",\n      ""font_style"": ""elegant serif for titles, clean sans-serif for descriptions"",\n      ""indicator_lines"": ""long, thin, smooth golden lines with rounded corners""\n    }\n  },\n\n  ""module_1_image_1_style"": {\n    ""scene_description"": ""A vertical stack of assorted cake slices floating above a white ceramic plate against a soft pink gradient background."",\n    ""background"": {\n      ""color"": ""{argument name=""background color"" default=""soft pastel pink""}"",\n      ""texture"": ""smooth gradient"",\n      ""lighting"": ""even, studio-lit, no harsh shadows""\n    },\n    ""main_subjects"": [\n      ""multiple layered sponge cake slices"",\n      ""white whipped cream layers"",\n      ""raspberry cream layer"",\n      ""chocolate cream topping""\n    ],\n    ""visible_ingredients"": [\n      ""vanilla sponge cake"",\n      ""whipped cream"",\n      ""raspberries"",\n      ""blueberries"",\n      ""strawberries"",\n      ""macarons (vanilla and chocolate)"",\n      ""chocolate bar pieces"",\n      ""mint leaves"",\n      ""small nut fragments""\n    ],\n    ""motion_elements"": [\n      ""floating fruits"",\n      ""floating macarons"",\n      ""crumbs suspended in air""\n    ],\n    ""text_labels"": [\n      ""Vanilla Cake – soft, fluffy sponge cake layered with white cream filling"",\n      ""Macaron – creamy filling between almond meringue shells"",\n      ""Raspberries – juicy, fresh raspberries"",\n      ""Chocolate Bar – chunks of smooth milk chocolate"",\n      ""Raspberry Cream – soft sponge cake layered with creamy, fruity raspberry cream""\n    ]\n  },\n\n  ""module_2_image_2_style"": {\n    ""scene_description"": ""Rolled Syrian dessert presented vertically with syrup pouring from above, placed in a warm, rustic kitchen environment."",\n    ""background"": {\n      ""environment"": ""traditional kitchen"",\n      ""elements"": [\n        ""warm lantern light"",\n        ""wooden surfaces"",\n        ""brass and copper utensils""\n      ],\n      ""lighting"": ""warm ambient lighting with soft highlights""\n    },\n    ""main_subjects"": [\n      ""rolled white dessert dough"",\n      ""cream filling spilling out"",\n      ""golden syrup stream""\n    ],\n    ""visible_ingredients"": [\n      ""white cheese dough"",\n      ""cream filling"",\n      ""pistachios"",\n      ""sugar syrup""\n    ],\n    ""motion_elements"": [\n      ""syrup dripping vertically"",\n      ""pistachio cr""\n    ]\n  }\n}"
41,Infographic / Edu Visual - Elemental Physics Spill Collage Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6065,0,"{\n  ""panels"": {\n    ""top_left"": {\n      ""element"": ""WATER"",\n      ""visuals"": {\n        ""text_label"": ""WATER"",\n        ""spill_effect"": {\n          ""details"": ""Caustics, refraction of light through the clear stream, wet darkening effect on the wood, small splashing droplets"",\n          ""physics"": ""Fluid dynamics, low viscosity liquid pouring"",\n          ""interaction"": ""Water breaching the bottom paper edge, forming a continuous stream"",\n          ""surface_contact"": ""Creating a spreading puddle on the wood, surface tension visible at edges""\n        },\n        ""photo_content"": ""Turbulent blue ocean surface with white foam""\n      }\n    },\n    ""top_right"": {\n      ""element"": ""LAVA"",\n      ""visuals"": {\n        ""text_label"": ""LAVA"",\n        ""spill_effect"": {\n          ""details"": ""Smoke and steam wisps rising (volumetric effects), incandescence, heat haze distortion, charred edges where lava meets wood, black solidifying rock floating in the liquid magma"",\n          ""physics"": ""High viscosity fluid simulation, thick and gooey"",\n          ""interaction"": ""Molten rock dripping heavily from the frame"",\n          ""surface_contact"": ""Pooling on the table, glowing intense orange/red""\n        },\n        ""photo_content"": ""Molten magma with cooling black crust""\n      }\n    },\n    ""bottom_left"": {\n      ""element"": ""SAND"",\n      ""visuals"": {\n        ""text_label"": ""SAND"",\n        ""spill_effect"": {\n          ""details"": ""Individual grains visible in macro focus, golden light catching facets of the sand, dust particles in the air, seamless transition from the 2D dune image to the 3D falling stream"",\n          ""physics"": ""Granular particle simulation, dry flow"",\n          ""interaction"": ""Sand pouring like an hourglass from the photo edge"",\n          ""surface_contact"": ""Forming a conical pile on the wooden surface""\n        },\n        ""photo_content"": ""Golden desert dunes with ripple textures""\n      }\n    },\n    ""bottom_right"": {\n      ""element"": ""SNOW"",\n      ""visuals"": {\n        ""text_label"": ""SNOW"",\n        ""spill_effect"": {\n          ""details"": ""Crystalline structure of snowflakes, glistening highlights, high contrast between the cold white snow and the warm brown wood, soft diffused shadows, texture of packed powder versus loose flakes"",\n          ""physics"": ""Soft body powder simulation, clumping snow"",\n          ""interaction"": ""Tumbling snow clumps falling from the frame"",\n          ""surface_contact"": ""Accumulating in a fluffy mound on the table""\n        },\n        ""photo_content"": ""Pristine white snow field, soft texture""\n      }\n    }\n  },\n  ""composition"": {\n    ""type"": ""2x2 Grid Collage"",\n    ""aspect_ratio"": ""1:1 square"",\n    ""overall_theme"": ""Surreal transition between 2D photography and 3D reality, featuring elemental physics simulations spilling from Polaroid frames."",\n    ""camera_settings"": {\n      ""lighting"": ""Golden hour natural sunlight, warm backlighting causing rim light on the hands and elements"",\n      ""perspective"": ""Clos"""
42,Infographic / Edu Visual - Exploded View Taco Visualization and Commercial Food Photography Prompt,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6091,0,"Motion Prompt: The food start to round spin while ingredients separate gently and precisely, maintaining alignment and scale. The motion is smooth, with no extra effects.\n\nImage 1: A high-end commercial food photograph of the same two tacos from the reference image, preserving their exact structure, fillings, proportions, and arrangement. The camera angle is slightly adjusted to a more flattering three-quarter close-up, enhancing depth and appetite appeal without altering the tacos themselves. Soft cinematic lighting highlights the textures of the tortillas and fillings, with subtle steam and natural sheen to emphasize freshness. The background is replaced with a clean, modern, out-of-focus setting in warm complementary tones that enhance the food without distracting from it. Shallow depth of field, crisp focus on the tacos, rich contrast, natural colors, and premium restaurant advertising quality. No added or removed ingredients, refined composition, lighting, and environment.\n\nImage 2: Exploded-view commercial visualization of the taco from the image, presented as premium recipe-style breakdown.\n\nThe taco is deconstructed into four visible ingredients, matching the original taco precisely in composition, color, and texture. No additional ingredients.\n\nThe ingredients are separated and arranged in a clean vertical stack, evenly spaced from bottom to top, floating in place with precise alignment and symmetry.\n\nIngredient order (bottom → top):\n\nSoft wheat taco tortilla\n\nShredded red cabbage\n\nGrilled chicken pieces\n\nSauce with garnish (topped with a small mixed garnish of diced onion, tomato, and parsley, approximately 5–6 small cubes total, lightly mixed, placed naturally on top)\n\nEach ingredient is visually distinct and clearly readable in shape and texture.\n\nAnnotation design requirements:\n\n– Large, bold sans-serif font, high legibility at feed scale\n\n– Each annotation placed inside a solid or softly rounded rectangular color block\n\n– Background color of each block corresponds subtly to the ingredient color (tomato red, lettuce green, meat warm brown, sauce white/cream, pita beige)\n\n– High contrast text (dark on light, light on dark)\n\n– Thick, clean connector lines pointing clearly to each ingredient\n\n– No transparency that reduces readability\n\n– Annotations must visually dominate over background without covering ingredients\n\nBackground is soft, neutral, and atmospheric, with subtle depth and gentle gradients, inspired by premium food advertising.\n\nOverall style is clean, modern, and appetizing, commercial-ready without technical or schematic feel.\n\nNo extra elements, no substitutions, no reinterpretation of ingredients."
43,YouTube Thumbnail - Extreme Closeup of Sophie Turner as Lara Croft,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6252,0,"Extreme closeup portrait of {argument name=""subject"" default=""Sophie Turner""} as {argument name=""character"" default=""Lara Croft""}, framed in a 9:16 vertical aspect ratio, focusing intensely on her face, jawline, and neck. She is captured in a moment of pause, one hand raised to her face as she delicately holds the frame of her signature round, red-tinted sunglasses. Her skin is rendered with hyper-realistic detail, featuring visible pores and a fine sheen of perspiration; large, glistening beads of sweat trickle down her forehead and the length of her neck. Smudges of dark, gritty mud and dried dirt are artfully smeared across her cheekbones and collarbone.\nThe lighting is high-contrast and cinematic, with a sharp key light hitting the side of her face to emphasize the moisture on her skin and the sharp contours of her facial structure, while a subtle rim light separates her from the dark, atmospheric background. Her eyes are sharp and focused, looking directly past the lens with a fierce, weathered expression. The textures are visceral: the polished metal and red glass of the spectacles, the damp strands of her dark hair pulled back, and the rugged, ribbed fabric of her teal tank top visible at the bottom of the frame alongside the distressed brown leather of her tactical shoulder harness. Shot with an 85mm macro lens, f/2.8, creating a shallow depth of field that keeps the focus razor-sharp on her facial features and the grit of the dirt while softly blurring the background."
44,YouTube Thumbnail - YouTube Thumbnail: Trump vs. Chatham House Reaction,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5958,0,"High impact youtube thumbnail.  Visual Structure: Right Side: A large, well-lit cutout of {argument name=""figure 1"" default=""Trump smiling smugly or looking triumphant with a \""thumbs up\"" and a confident smirk""}. He should be facing slightly left.  Left Side/Background: A dark, moody photo of the person [photo attached] who has a shocked expression on her face, reacting to Trump. She in a dark corporate boardroom with the Chatham House Logo.  The Text (Top Center, Bright Yellow): ""{argument name=""headline"" default=""THEY CONFESSED""}"""
45,YouTube Thumbnail - Weekly Schedule Template for VTubers,ja,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=6051,0,"Create a ""Weekly Schedule"" template image for VTubers and streamers.\nHorizontal 16:9, size 1920x1080, flat, neat, print-like design (vector style). The overall look should be cute pastel tones (gentle colors like pale pink, mint, lavender), prioritizing readability without clutter.\n\nLayout specification:\n・Place the schedule section top-aligned on the left 60% of the screen.\n・7 rows (Days of the week: ""Mon, Tue, Wed, Thu, Fri, Sat, Sun"").\n・Each row consists of a ""Day label (small round badge)"" + ""Horizontal blank box for writing plans.""\n・The blank box must be completely empty. Absolutely do not include sample text (e.g., 'Plan here', 'SAMPLE', 'MEMO', etc.).\n・The right 40% of the screen is empty space for later synthesis of a standing character image. Do not draw people, animals, mascots, or silhouettes. The background should only be a faint gradient and subtle abstract patterns of small stars/hearts/dots.\n\nText specification:\n・The only text to include is ""Weekly Schedule"" and ""Mon Tue Wed Thu Fri Sat Sun"" (in Japanese).\n・Do not include any other text (SNS, date range, warnings, logos, hashtags, watermarks).\n・The font should be rounded Gothic style, easy to read, and legible even on a white background.\n\nFinishing:\n・Ensure ample margin around the perimeter, and elements on the left and right sides do not overlap.\n・No logo."
46,YouTube Thumbnail - Pop-Up Book Diorama Generator Prompt,en,False,True,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5831,0,"Do it for Terminator: {argument name=""title"" default=""Moby Dick""}\n\nSystem Instruction:\nAct as a Master Prop Maker. Generate a hyper-realistic, macro-photography shot of a ""Pop-Up Book Diorama.""\n1. Forensic Analysis:\nAnalyze the Input Title to determine the visual components:\nThe Biome: Identify the primary setting (e.g., Ocean, Jungle, Space, Desert).\nThe Conflict: Identify the Antagonist or Monster (e.g., The White Whale, T-Rex, Darth Vader).\nThe Vessel/Hero: Identify the main vehicle or protagonist (e.g., The Pequod, The Jeep, The Millennium Falcon).\nThe Materiality: Identify the texture of the world (e.g., Wood & Water; Amber & Leaf; Metal & Stars).\n2.  Container (The Open Book):\nThe Object: A massive, vintage, leather-bound hardcover book lying flat on a wooden desk.\nThe Transformation: The book is open to the middle. The pages do not just lie flat; they physically mutate into the ""Biome"" identified in Step 1.\nExample: If Ocean, the pages turn into turbulent resin waves. If Desert, they turn into dunes.\n3. Typography (The Floating Title):\nThe Text: The [Title of the Input] rises out of the landscape as massive, 3D block letters.\nIntegration: The letters must interact with the environment.\nTexture: The letters are made of materials from the story (e.g., Driftwood, Stone, Bone).\nPlacement: The waves crash over the letters; vines wrap around the letters.\n4. The Action Scene :\nCRITICAL: Construct a specific scene using miniature models on top of the book.\nThe Threat: Place the ""Antagonist"" looming large in the background (e.g., The Whale breaching behind the text).\nThe Hero: Place the ""Vessel"" or ""Protagonist"" navigating the terrain in the foreground (e.g., A tiny ship rocking on the waves).\nScale: The scene must look like a high-end model kit (1:87 scale).\n5. Lighting & Atmosphere:\nThe Lamp: A vintage brass desk lamp is visible in the corner, casting a warm, directional ""reading light"" onto the scene.\nAtmosphere: Magical realism. The water should glisten; the fog should swirl.\nDepth: Shallow depth of field to blur the edge of the desk, keeping focus on the book.\nOutput: ONE image, 16:9 Aspect Ratio, Cinematic Miniature Photography, 8k Resolution."
47,YouTube Thumbnail - Cinematic Portrait of Indian Astronaut in ISRO Spacesuit,en,False,False,,,,,https://youmind.com/en-US/nano-banana-pro-prompts?id=5828,0,"Create an ultra-realistic 8K cinematic portrait of an astronaut inside an Indian spacecraft, looking out of the circular window at the Earth below, with the Indian subcontinent clearly visible. wearing a modern white and saffron ISRO spacesuit with the Indian flag emblem on the shoulder.\nExpression is one of awe and quiet pride. The soft blue light from the Earth illuminates the face, while the complex buttons and screens of the cockpit glow faintly in the background. The mood is patriotic, futuristic, and deeply inspiring.Keep face and features exactly the same."
